178.0,0.881188119,1.0,0
52.0,0.825396825,1.0,0
46.0,0.836363636,1.0,0
12.0,0.75,1.25,0
12.0,0.705882353,1.583333333,1
14.0,0.7,1.357142857,0
15.0,0.75,1.0,0
17.0,0.739130435,2.058823529,1
12.0,0.705882353,1.0,0
12.0,0.705882353,1.0,0
17.0,0.708333333,1.117647059,0
24.0,0.727272727,2.083333333,1
36.0,0.705882353,1.0,0
63.0,0.768292683,1.0,0
36.0,0.705882353,1.0,0
59.0,0.719512195,1.06779661,0
125.0,0.757575758,1.032,0
109.0,0.778571429,1.009174312,0
104.0,0.697986577,1.009615385,0
11.0,0.611111111,1.181818182,1
11.0,0.611111111,1.909090909,0
10.0,0.625,1.3,1
12.0,0.705882353,1.0,0
10.0,0.625,1.0,0
13.0,0.619047619,1.0,0
18.0,0.692307692,1.0,0
11.0,0.647058824,1.454545455,1
13.0,0.65,2.0,1
12.0,0.6,1.5,0
10.0,0.625,1.7,0
143.0,0.61637931,1.076923077,0
125.0,0.625,1.04,0
135.0,0.633802817,1.044444444,0
25.0,0.641025641,1.68,1
22.0,0.611111111,1.590909091,1
22.0,0.611111111,2.818181818,1
21.0,0.617647059,1.428571429,0
26.0,0.634146341,1.0,0
31.0,0.645833333,1.580645161,1
36.0,0.631578947,1.0,0
32.0,0.62745098,1.59375,1
74.0,0.654867257,2.135135135,1
14.0,0.518518519,1.928571429,1
17.0,0.485714286,1.823529412,0
34.0,0.5,2.058823529,1
40.0,0.526315789,1.55,1
17.0,0.515151515,1.411764706,1
38.0,0.603174603,2.263157895,1
9.0,0.5625,1.777777778,0
65.0,0.550847458,1.892307692,1
17.0,0.548387097,1.529411765,1
23.0,0.511111111,1.130434783,0
26.0,0.509803922,1.653846154,1
20.0,0.526315789,1.55,1
89.0,0.514450867,2.078651685,1
10.0,0.555555556,1.2,0
21.0,0.583333333,1.333333333,1
14.0,0.583333333,1.785714286,1
8.0,0.5,2.0,1
23.0,0.534883721,1.304347826,0
32.0,0.516129032,1.78125,1
14.0,0.5,1.428571429,1
51.0,0.525773196,1.058823529,0
45.0,0.5,1.644444444,1
60.0,0.48,1.716666667,1
30.0,0.588235294,1.9,0
39.0,0.609375,1.615384615,1
10.0,0.5,1.6,1
42.0,0.56,1.571428571,1
13.0,0.52,1.461538462,0
17.0,0.5,1.352941176,1
8.0,0.5,1.75,1
17.0,0.548387097,1.470588235,1
8.0,0.5,1.375,1
12.0,0.52173913,1.333333333,0
9.0,0.529411765,1.111111111,1
12.0,0.5,1.5,0
16.0,0.571428571,1.0,0
119.0,0.574879227,1.025210084,0
12.0,0.545454545,1.333333333,1
9.0,0.5,1.0,0
14.0,0.5,1.428571429,0
44.0,0.517647059,1.227272727,0
10.0,0.526315789,1.7,1
9.0,0.5,1.333333333,1
36.0,0.5625,1.277777778,0
34.0,0.5,1.764705882,1
17.0,0.515151515,1.117647059,0
22.0,0.55,2.727272727,1
10.0,0.5,1.3,0
9.0,0.5,1.555555556,1
139.0,0.48943662,2.309352518,1
21.0,0.538461538,1.238095238,1
10.0,0.555555556,1.3,1
22.0,0.611111111,1.045454545,0
15.0,0.555555556,2.133333333,1
19.0,0.5,1.368421053,1
11.0,0.523809524,2.090909091,0
14.0,0.608695652,1.642857143,0
14.0,0.518518519,1.285714286,0
8.0,0.5,1.375,0
20.0,0.588235294,1.45,1
17.0,0.53125,1.823529412,1
111.0,0.523584906,1.63963964,1
15.0,0.6,1.266666667,1
13.0,0.541666667,1.076923077,0
13.0,0.590909091,1.076923077,0
12.0,0.5,1.0,0
201.0,0.577586207,1.044776119,0
12.0,0.545454545,1.25,0
10.0,0.555555556,1.1,0
9.0,0.5,1.111111111,0
23.0,0.410714286,1.304347826,0
21.0,0.525,1.0,1
11.0,0.55,1.272727273,0
9.0,0.529411765,3.444444444,1
9.0,0.5625,1.0,0
12.0,0.5,2.666666667,1
4.0,0.4,1.0,1
12.0,0.5,1.0,0
29.0,0.527272727,2.586206897,1
13.0,0.590909091,1.076923077,0
14.0,0.56,1.214285714,0
40.0,0.555555556,1.425,1
8.0,0.5,1.25,0
6.0,0.375,1.666666667,1
8.0,0.5,1.25,1
16.0,0.551724138,1.875,0
11.0,0.578947368,1.181818182,0
10.0,0.555555556,1.2,1
27.0,0.509433962,1.703703704,1
27.0,0.519230769,1.111111111,0
12.0,0.52173913,1.166666667,0
9.0,0.5,1.666666667,0
26.0,0.530612245,1.923076923,0
10.0,0.526315789,1.1,0
34.0,0.515151515,1.147058824,0
55.0,0.572916667,1.090909091,0
9.0,0.5625,1.333333333,0
18.0,0.514285714,1.611111111,1
133.0,0.505703422,1.954887218,1
64.0,0.520325203,1.515625,1
31.0,0.508196721,1.35483871,0
45.0,0.569620253,2.111111111,0
13.0,0.5,1.230769231,1
35.0,0.492957746,1.057142857,0
12.0,0.48,1.0,0
10.0,0.555555556,2.1,1
50.0,0.568181818,1.34,1
22.0,0.511627907,1.954545455,1
13.0,0.52,1.153846154,0
53.0,0.609195402,1.056603774,0
122.0,0.586538462,1.606557377,1
8.0,0.5,1.375,0
34.0,0.523076923,1.0,0
8.0,0.5,1.0,0
24.0,0.52173913,1.666666667,1
10.0,0.476190476,1.5,1
10.0,0.476190476,2.4,1
98.0,0.406639004,1.530612245,1
55.0,0.491071429,1.709090909,1
46.0,0.414414414,1.891304348,0
6.0,0.375,1.333333333,0
56.0,0.397163121,1.428571429,1
51.0,0.43220339,1.117647059,0
25.0,0.471698113,1.36,1
13.0,0.433333333,1.230769231,0
19.0,0.487179487,2.052631579,0
19.0,0.441860465,1.052631579,0
30.0,0.461538462,1.3,0
22.0,0.448979592,1.409090909,0
12.0,0.413793103,1.416666667,0
14.0,0.4375,1.285714286,0
15.0,0.416666667,1.4,1
8.0,0.4,2.375,0
9.0,0.428571429,1.333333333,1
7.0,0.411764706,1.142857143,0
17.0,0.414634146,1.411764706,0
7.0,0.4375,1.571428571,0
28.0,0.444444444,1.25,0
94.0,0.429223744,1.404255319,1
25.0,0.446428571,1.36,1
23.0,0.403508772,1.347826087,1
32.0,0.405063291,1.34375,1
22.0,0.458333333,1.590909091,1
36.0,0.404494382,1.555555556,1
41.0,0.431578947,1.487804878,1
6.0,0.4,1.166666667,1
41.0,0.436170213,1.731707317,1
15.0,0.483870968,1.066666667,1
133.0,0.471631206,1.511278195,1
12.0,0.444444444,1.25,1
20.0,0.5,1.6,1
17.0,0.404761905,1.352941176,1
127.0,0.434931507,1.527559055,1
132.0,0.44,1.242424242,1
28.0,0.388888889,1.428571429,1
87.0,0.410377358,1.574712644,1
10.0,0.454545455,1.6,1
19.0,0.475,1.473684211,1
